Filename,PESQ,PESQ_Improvement,STOI,SI-SDR
100-121669-0010.wav,2.456003189086914,1.1829936504364014,0.9242930602792397,-3.636686213292931
100-121669-0029.wav,2.52713942527771,1.281141757965088,0.9253985609829022,1.753372020188801
100-121674-0001.wav,2.508683919906616,1.2758207321166992,0.9296896401613561,-2.474634553071188
100-121674-0039.wav,2.806671142578125,1.5295405387878418,0.9424188990690212,-3.6906190218149906
100-122655-0001.wav,2.612520694732666,1.3653196096420288,0.9339470992759907,-1.1923342348263877
1001-134707-0001.wav,1.730841875076294,0.31687378883361816,0.8683832621812566,-7.848256018059216
1001-134707-0055.wav,1.6446415185928345,0.3776460886001587,0.7660075991858377,-5.452373690981713
1001-134708-0022.wav,1.9472179412841797,0.4175558090209961,0.8572440303352228,-3.8756229342121467
101-126859-0002.wav,2.6198012828826904,1.2256639003753662,0.9423853738742025,-3.268025857767168
101-126859-0023.wav,2.321836233139038,0.8259303569793701,0.9160059972387702,-7.484598486218522
101-126859-0032.wav,2.595825433731079,1.205997109413147,0.9334859617891078,-2.625300565314743
101-126860-0024.wav,1.7505865097045898,0.6216626167297363,0.8718555135037146,-8.525661217196605
101-126860-0037.wav,2.358823776245117,0.9887124300003052,0.9210717330177585,-4.722729946401005
101-126861-0001.wav,2.09783673286438,0.839699387550354,0.8895867805958282,-7.957857711341197
1012-133424-0010.wav,1.4421437978744507,0.12713706493377686,0.7479767086746132,-1.1919227852468504
1012-133424-0013.wav,2.19679856300354,0.7780758142471313,0.8636429446817315,-1.8116319945958859
1012-133424-0037.wav,1.6986982822418213,0.12966060638427734,0.8777687809924325,-5.439229964770217
1012-133424-0041.wav,1.8025972843170166,0.32765746116638184,0.8559606113162929,-6.797800482673909
1012-133424-0048.wav,1.868807077407837,0.3452301025390625,0.8706797844055022,-3.4995508408851297
1012-133424-0052.wav,2.1357855796813965,0.7310528755187988,0.8471035939033896,-5.104068922836481
1012-133424-0082.wav,2.068385601043701,0.3476524353027344,0.8743796605917151,-1.5245777379528334
1012-133424-0083.wav,1.4687526226043701,0.0012843608856201172,0.7273836515656933,-6.796432657226354
1018-133447-0023.wav,2.0818068981170654,0.8789843320846558,0.8901001921475599,-2.407200863638713
1018-133447-0024.wav,2.403151750564575,0.9890546798706055,0.9259436615291979,-3.3955320935097086
1018-133447-0041.wav,2.447723865509033,1.1350581645965576,0.907452589430118,-2.2456613886830747
1018-133447-0046.wav,1.9062321186065674,0.6473613977432251,0.8960269807187851,-2.774787697867929
1018-135221-0035.wav,2.315593957901001,1.0734554529190063,0.901459189066846,-5.090663132481162
1025-75365-0022.wav,1.7845479249954224,0.4549083709716797,0.8727971235655748,-4.331859585467323
1025-92814-0015.wav,2.588177442550659,1.1291733980178833,0.9463292025670533,0.45690699610725743
1025-92814-0031.wav,2.1548612117767334,0.5678637027740479,0.9121580371710352,-5.79285281192314
1025-92820-0026.wav,1.5731499195098877,0.3018953800201416,0.8674377655190303,-5.626081761589451
1025-92820-0027.wav,1.8602139949798584,0.5956652164459229,0.8855657837706067,-1.5698994057880131
1025-92820-0047.wav,1.4807589054107666,0.26083552837371826,0.8472391058226016,-6.016321572516042
1027-125140-0008.wav,2.0492019653320312,0.7283337116241455,0.9101182345578067,-0.279819804456901
1027-125140-0035.wav,2.1650359630584717,0.7079378366470337,0.8980658458352494,-1.237702096357556
1027-125140-0044.wav,2.368802070617676,0.8577662706375122,0.9213251661841961,-1.9058304032266162
1027-125140-0050.wav,2.178971767425537,0.6650581359863281,0.9332240182181237,0.06873747932458894
1027-125140-0051.wav,1.7245639562606812,0.361873984336853,0.8828764906787953,-4.7867504882424585
1027-125140-0052.wav,2.0189695358276367,0.7709947824478149,0.9199636185940071,-0.2834996498759109
1027-125147-0021.wav,2.3974697589874268,0.8450998067855835,0.8854379069286396,-3.1013546686583835
1028-133393-0001.wav,1.6041810512542725,0.3403034210205078,0.8733276547468924,-2.2757588309172796
1028-133393-0018.wav,1.6027355194091797,0.38809049129486084,0.8999267569470384,-3.094595268526637
1028-133393-0045.wav,2.3605763912200928,0.7197823524475098,0.9333333031739817,-4.480968452897723
1028-133395-0018.wav,2.269620895385742,0.842119574546814,0.9056973049647808,-2.915815222322527
1028-133395-0031.wav,2.345820426940918,0.8636586666107178,0.9248592682631648,-3.248496662552885
1028-133395-0033.wav,1.6672964096069336,0.31404614448547363,0.8607721616234619,-6.361137830663587
1028-133395-0042.wav,2.6204066276550293,0.9668471813201904,0.9147648275363448,-5.953014233658688
1028-133395-0048.wav,2.725348949432373,0.7722020149230957,0.8755621664681602,-7.520879109252344
1031-133220-0001.wav,1.5572943687438965,0.32888340950012207,0.8616554669466018,-2.124158078017281
1031-133220-0039.wav,2.0031580924987793,0.7764509916305542,0.876453481625698,-2.152123817852099
1264-129805-0032.wav,2.1203370094299316,0.6159260272979736,0.9035410815656634,-4.0782050399385765
2238-121413-0010.wav,1.9240131378173828,0.2864351272583008,0.9108291238633285,-1.2794728792253989
398-130093-0012.wav,,,0.0,100.0
4278-13269-0019.wav,2.385526418685913,1.019432544708252,0.9240690673996084,-1.8714795790159013
5115-26947-0046.wav,1.7782480716705322,0.5528353452682495,0.8907002297858891,-6.795061574626907
5489-65803-0038.wav,2.1576247215270996,0.7060929536819458,0.9137600457466984,-7.527850382193119
6080-233342-0012.wav,2.2728798389434814,0.8685007095336914,0.9378454996441778,-5.1263531926362855
6188-78885-0047.wav,2.529458999633789,0.8857743740081787,0.9121827928215626,-3.736896924789363
698-122876-0020.wav,1.5117623805999756,0.21109497547149658,0.8588247926758796,-5.410711713307004
8713-300047-0035.wav,2.0548882484436035,0.5114285945892334,0.9036589983875584,-0.35419861265556773
